,Unnamed: 0,Location ID,City Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,Nearby Flag,Nearby Salon Address,Distance to Nearby Salon (km)
128,278,LOC_1,Mudichur Manimangalam,Naturals Salon,"1st Floor, Nawab Habibulla Nagar, Plot No 26, Mudichur Rd, next to City Union Bank, Manimangalam, Chennai, Tamil Nadu 600048, India",12.9135642,80.0709372,4.9,795,ChIJIZ-Imdv1UjoRZmD64mN4OWo,https://www.google.com/maps/place/?q=place_id:ChIJIZ-Imdv1UjoRZmD64mN4OWo,No,None,0.0
129,281,LOC_4,Mudichur Manimangalam,Naturals Salon,"32A Kamarajar, Nehru Nedunchalai, above Indian Bank, New Perungalathur, Chennai, Tamil Nadu 600063, India",12.9051863,80.09334439999999,4.8,1948,ChIJadpDL731UjoRjsUoPGRcFNs,https://www.google.com/maps/place/?q=place_id:ChIJadpDL731UjoRjsUoPGRcFNs,No,None,0.0
130,290,LOC_1,Mylapore,Naturals Signature Salon,"2nd Floor, 36, Dr Radha Krishnan Salai, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.0443041,80.2666764,4.6,1284,ChIJIc_tNi5mUjoRx4Cp4l1o9RI,https://www.google.com/maps/place/?q=place_id:ChIJIc_tNi5mUjoRx4Cp4l1o9RI,Yes,"No.220, Mowbrays Flats, TT Krishnamachari Rd, next to Dr.Agarwals Eye Hospital, Alwarpet, Chennai, Tamil Nadu 600018, India",0.78
131,291,LOC_2,Mylapore,Naturals Salon,"28/10, Venkataswamy St, opposite Apollo Pharmacy, Pattinapakkam, Santhome, Mylapore, Chennai, Tamil Nadu 600004, India",13.030194,80.275652,4.8,430,ChIJ05jy-4dnUjoR8hWlWTOTQok,https://www.google.com/maps/place/?q=place_id:ChIJ05jy-4dnUjoR8hWlWTOTQok,Yes,"SN 112/220, 1st Flr, Ramakrishna Mutt Rd Tiruchanur Tiruchanur, Sankarapuram, Mylapore, Chennai, Tamil Nadu 600004, India",0.95
132,292,LOC_3,Mylapore,Naturals Salon,"SN 112/220, 1st Flr, Ramakrishna Mutt Rd Tiruchanur Tiruchanur, Sankarapuram, Mylapore, Chennai, Tamil Nadu 600004, India",13.0322273,80.2671606,4.8,205,ChIJYZbz09JnUjoR_64SC_bUiFM,https://www.google.com/maps/place/?q=place_id:ChIJYZbz09JnUjoR_64SC_bUiFM,Yes,"No: 24-25, Venkatakrishna Rd, above Spencer's Daily, Perumal Koil Thottam, Ramakrishna Nagar, Mandaveli, Chennai, Tamil Nadu 600028, India",0.87
133,294,LOC_5,Mylapore,"Naturals Training Academy, Mylapore, Chennai","Naturals training academy Yellow pages, Bus Stop, 25, Dr Radha Krishnan Salai, Dwarka Colony, Mylapore, Chennai, Tamil Nadu 600004, India",13.0443993,80.2685532,4.8,117,ChIJcfuCXS5mUjoR0myCbISvHzs,https://www.google.com/maps/place/?q=place_id:ChIJcfuCXS5mUjoR0myCbISvHzs,Yes,"No.220, Mowbrays Flats, TT Krishnamachari Rd, next to Dr.Agarwals Eye Hospital, Alwarpet, Chennai, Tamil Nadu 600018, India",0.99
134,299,LOC_10,Mylapore,Naturals Salon,"No 16/33, KNR Building, Pycrofts Rd, near Triplicane, Bharathi Salai, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",13.0579474,80.2774512,4.3,827,ChIJZdY93Z9oUjoR2eL4Sj39ceI,https://www.google.com/maps/place/?q=place_id:ChIJZdY93Z9oUjoR2eL4Sj39ceI,Yes,"NO: 35, Bharathiyar Salai, Pycrofts Rd, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",0.04
135,300,LOC_1,Nanganallur,Naturals Salon,"No B82, 2nd Floor, Jagadamba Complex, M.G.R. Rd, near Vetrivel Theater, Hindu Colony, Nanganallur, Chennai, Tamil Nadu 600061, India",12.9767394,80.1833296,4.8,2252,ChIJ76BAHwZeUjoRZfig6Gu7jYI,https://www.google.com/maps/place/?q=place_id:ChIJ76BAHwZeUjoRZfig6Gu7jYI,Yes,"20, Rajeshwari Nagar Main Rd, Balaji Nagar, Puzhuthivakkam, Ponnusamy Nagar, Perumal, Chennai, Tamil Nadu 600091, India",0.96
136,303,LOC_1,Neelankarai,Naturals Salon & Spa Neelankarai,"2nd floor, pnb & yes bank, Manjula Complex, 14, SH 49, above to, Saraswathy Nagar North, Neelankarai, Chennai, Tamil Nadu 600041, India",12.9520182,80.2551613,4.4,344,ChIJs9Z-4CFdUjoRS4zx23zLqGo,https://www.google.com/maps/place/?q=place_id:ChIJs9Z-4CFdUjoRS4zx23zLqGo,No,None,0.0
137,304,LOC_1,Nellikuppam,Naturals Salon,"No. 1, MSM Nagar, Nellikuppam Rd, above Sriram Supermarket, Pankaja Ammal Nagar, Nandhivaram, Guduvancheri, Tamil Nadu 603202, India",12.8321819,80.0705337,4.8,2285,ChIJUeZzJcP3UjoRPBeWGO4ikRY,https://www.google.com/maps/place/?q=place_id:ChIJUeZzJcP3UjoRPBeWGO4ikRY,No,None,0.0
138,308,LOC_1,Old Mahabalipuram Road Karapakkam,Naturals Salon & Spa Siruseri,"Opposite Hiranandani Apts 149/8, Ambedkar street, Egatoor, Siruseri, Chennai, Tamil Nadu 603103, India",12.8333976,80.22861619999999,4.6,1768,ChIJlwqu3R9bUjoRFpJx3T3Bho8,https://www.google.com/maps/place/?q=place_id:ChIJlwqu3R9bUjoRFpJx3T3Bho8,Yes,"LGF, Marina Mall, 14 & 15, 13, Old Mahabalipuram Road, Egattur, Tamil Nadu 603103, India",0.26
139,309,LOC_2,Old Mahabalipuram Road Karapakkam,Naturals Signature Salon,"LGF, Marina Mall, 14 & 15, 13, Old Mahabalipuram Road, Egattur, Tamil Nadu 603103, India",12.8357351,80.2289208,4.7,173,ChIJV2Bk4khbUjoRZdA8Dx4nzaE,https://www.google.com/maps/place/?q=place_id:ChIJV2Bk4khbUjoRZdA8Dx4nzaE,Yes,"Opposite Hiranandani Apts 149/8, Ambedkar street, Egatoor, Siruseri, Chennai, Tamil Nadu 603103, India",0.26
140,310,LOC_3,Old Mahabalipuram Road Karapakkam,Naturals Salon,"No 2/62, New Pushpa Navin Complex, OMR Rd, above Shree Gupta Bhavan, Navalur, Chennai, Tamil Nadu 603103, India",12.8475503,80.226959,4.7,3441,ChIJp4gXqlZaUjoR0qOHmTRnuOg,https://www.google.com/maps/place/?q=place_id:ChIJp4gXqlZaUjoR0qOHmTRnuOg,No,None,0.0
141,311,LOC_4,Old Mahabalipuram Road Karapakkam,Naturals Salon,"PTC, Bus Stop, 4 690, Old Mahabalipuram Road, Chandrasekhar Avenue, Chennai, Thoraipakkam, Tamil Nadu 600097, India",12.9336606,80.2325268,4.4,1548,ChIJu2pBXv5cUjoRJ71srztNebM,https://www.google.com/maps/place/?q=place_id:ChIJu2pBXv5cUjoRJ71srztNebM,No,None,0.0
142,312,LOC_5,Old Mahabalipuram Road Karapakkam,Naturals Salon,"2nd floor, No: 637/2, Old Mamallapuram Rd, above Nilgiris, opposite Hindustan Engineering College, Kanchipuram, Padur, Tamil Nadu 603103, India",12.8039416,80.22361579999999,4.5,1692,ChIJTxjUBoNQUjoRcJGk9IRo_eA,https://www.google.com/maps/place/?q=place_id:ChIJTxjUBoNQUjoRcJGk9IRo_eA,No,None,0.0
143,322,LOC_9,Pallikaranai,Naturals,"VGP Rajesh Nagar Park, No.8, Velachery Rd, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100, India",12.9464694,80.2084642,3.6,98,ChIJhbOICDdeUjoRTKDdJNSdE-U,https://www.google.com/maps/place/?q=place_id:ChIJhbOICDdeUjoRTKDdJNSdE-U,Yes,"No: 4/15, 2nd Floor, 200 FT Radial Road, 10th, Cross Street, S.Kolathur, Viduthalai Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129, India",0.97
144,339,LOC_1,Poonamallee,Naturals Salon & Spa Poonamallee,"35 Trunk road, Poonamallee, Chennai, Tamil Nadu 600056, India",13.0502767,80.0916827,4.1,519,ChIJr0N25HKKUjoRUOycZC_YKkQ,https://www.google.com/maps/place/?q=place_id:ChIJr0N25HKKUjoRUOycZC_YKkQ,No,None,0.0
145,349,LOC_1,Pudupakkam,Naturals Salon,"1st Floor, Shop No 1, Plot No 14, M.R Radha Rd, above HDFC Bank, Pudupakkam, Chennai, Tamil Nadu 603103, India",12.821405,80.20391339999999,5.0,188,ChIJP4Mohb1bUjoRoRshJPRqc4g,https://www.google.com/maps/place/?q=place_id:ChIJP4Mohb1bUjoRoRshJPRqc4g,No,None,0.0
146,384,LOC_1,Ramapuram,Naturals Salon,"Shop No 5 & 5b, Valluvar Salai Mgr Garden, opposite Home Finders Street, Apartments, Ramapuram, Kanchipuram, Tamil Nadu 600089, India",13.0251157,80.1829084,4.7,2669,ChIJhWfFztNgUjoRJCBCJGYXinw,https://www.google.com/maps/place/?q=place_id:ChIJhWfFztNgUjoRJCBCJGYXinw,No,None,0.0
147,387,LOC_1,"Royapuram, Mannarsamy Koil St",Naturals Unisex Hair And Style Salon,"No. 125, Mannarsamy Koil St, Mottai Thottam, Royapuram, Chennai, Tamil Nadu 600013, India",13.1095095,80.2915654,4.6,873,ChIJjUiDEWlvUjoR9bZBYnkO1O4,https://www.google.com/maps/place/?q=place_id:ChIJjUiDEWlvUjoR9bZBYnkO1O4,No,None,0.0
148,391,LOC_3,Saligramam,Shree Naturals,"5/3, Singaravelu St, Thiru Nagar Colony, Gandhi Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",13.0574533,80.2075316,4.8,110,ChIJH-WIQsFmUjoRLVXT8LD75ao,https://www.google.com/maps/place/?q=place_id:ChIJH-WIQsFmUjoRLVXT8LD75ao,Yes,"first floor, A NO:13/51, Arunachalam Rd, opp. prasad lab, Mathiazhagan Nagar, Shanthi Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",0.44
149,396,LOC_1,Semmancheri,Naturals Salon,"1st Flr, Plot No 10, DLF Garden City Rd, Semmancheri, Balaji Nagar, Semmancheri, Thazhambur, Chennai, Tamil Nadu 600130, India",12.8730153,80.2071745,4.9,552,ChIJ7Q9oF65bUjoROux3YqvNt6c,https://www.google.com/maps/place/?q=place_id:ChIJ7Q9oF65bUjoROux3YqvNt6c,No,None,0.0
150,399,LOC_4,Semmancheri,Naturals Unisex Salon Sholinganallur,"2A, Elcot Ave, Sholinganallur, Chennai, Tamil Nadu 600119, India",12.8969427,80.2269788,4.4,2274,ChIJPeVfv4dbUjoRuuquO98y1PQ,https://www.google.com/maps/place/?q=place_id:ChIJPeVfv4dbUjoRuuquO98y1PQ,Yes,"Plot No. C, Kothari Avenue, Kalaignar Karunanidhi Salai, KTK Town, Sholinganallur, Chennai, Tamil Nadu 600119, India",0.98
151,401,LOC_6,Semmancheri,Naturals Unisex Salon ECR Link Road,"Plot No. C, Kothari Avenue, Kalaignar Karunanidhi Salai, KTK Town, Sholinganallur, Chennai, Tamil Nadu 600119, India",12.8994235,80.2356697,4.7,1176,ChIJCbLW5wxdUjoRSkTBDc9Qtsw,https://www.google.com/maps/place/?q=place_id:ChIJCbLW5wxdUjoRSkTBDc9Qtsw,Yes,"2A, Elcot Ave, Sholinganallur, Chennai, Tamil Nadu 600119, India",0.98
152,402,LOC_7,Semmancheri,Naturals - Grand Re Launch ( New Management ),"Kanathur Raj Enclave Building, First Floor, Kanathur, Tamil Nadu 600119, India",12.8525668,80.2416202,4.0,126,ChIJKSNcE_1aUjoRlF9_SBdHXG8,https://www.google.com/maps/place/?q=place_id:ChIJKSNcE_1aUjoRlF9_SBdHXG8,No,None,0.0
153,414,LOC_3,Siruvallur High Road,Natural's Beauty Parlour,"No, 29, Paddy Field Rd, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600011, India",13.1095365,80.2492671,4.0,46,ChIJ042Rsb5lUjoRYA2PwelNi1I,https://www.google.com/maps/place/?q=place_id:ChIJ042Rsb5lUjoRYA2PwelNi1I,No,None,0.0
154,416,LOC_1,"South Red hills Road,Villivakkam",Naturals Salon,"No 83/30, Ground Floor South Redhills Road, Subway, near Villivakkam, Villivakkam, Tamil Nadu 600049, India",13.10835,80.2059646,4.7,1046,ChIJK33vY2lkUjoRMI15t2YLnJ4,https://www.google.com/maps/place/?q=place_id:ChIJK33vY2lkUjoRMI15t2YLnJ4,Yes,"Shop No 120, Ground Floor, Near Reliance Fresh, Madras Thiruvallur High Rd, Villivakkam, Chennai, Tamil Nadu 600049, India",0.81
155,417,LOC_2,"South Red hills Road,Villivakkam",Naturals Salon,"Shop No 120, Ground Floor, Near Reliance Fresh, Madras Thiruvallur High Rd, Villivakkam, Chennai, Tamil Nadu 600049, India",13.102398,80.2102846,4.7,1027,ChIJp2kx-T9kUjoRHALcSvusdOc,https://www.google.com/maps/place/?q=place_id:ChIJp2kx-T9kUjoRHALcSvusdOc,Yes,"No 83/30, Ground Floor South Redhills Road, Subway, near Villivakkam, Villivakkam, Tamil Nadu 600049, India",0.81
156,428,LOC_1,Sri Perubadur,Naturals Salon,"Car St, Nenmeli, Sriperumbudur, Tamil Nadu 602105, India",12.9694191,79.95106,4.6,994,ChIJiwlGNQ3zUjoRa4UE6AWtJZI,https://www.google.com/maps/place/?q=place_id:ChIJiwlGNQ3zUjoRa4UE6AWtJZI,No,None,0.0
157,444,LOC_10,Thillai Ganga Nagar,Naturals Makeup Hub,"F-3, 1st Floor, MMTC Colony Main Rd, Eswaran Colony, Lakshmi Nagar, AGS Colony, Nanganallur, Chennai, Tamil Nadu 600061, India",12.9710018,80.1860457,4.7,19,ChIJIxryzXdfUjoRScJscQ3uB9c,https://www.google.com/maps/place/?q=place_id:ChIJIxryzXdfUjoRScJscQ3uB9c,Yes,"20, Rajeshwari Nagar Main Rd, Balaji Nagar, Puzhuthivakkam, Ponnusamy Nagar, Perumal, Chennai, Tamil Nadu 600091, India",0.68
158,446,LOC_1,Thiruporur,Naturals Salon and Spa Thiruporur,"First Floor, No.2 ,West, N Mada St, Thiruporur, Tamil Nadu 603110, India",12.7265509,80.18816290000001,4.7,343,ChIJ4UMIKgpRUjoRnbFM9Z3jFx8,https://www.google.com/maps/place/?q=place_id:ChIJ4UMIKgpRUjoRnbFM9Z3jFx8,No,None,0.0
159,447,LOC_1,Thiruvanmiyur,Naturals Salon,"E Mada St, Lalitha Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India",12.9858366,80.26208659999999,4.7,2306,ChIJdcnEb1ldUjoRDiwQM4oAPEU,https://www.google.com/maps/place/?q=place_id:ChIJdcnEb1ldUjoRDiwQM4oAPEU,No,None,0.0
160,451,LOC_2,Thoraipakkam,Naturals Salon,"1st Flr, Jeeva Cplx, No 581/A, 200 Feet Radial Rd, near 200 Feet Radial Road, Vinayaganagar, MCN Nagar Extension, Thoraipakkam, Chennai, Tamil Nadu 600096, India",12.9497189,80.23456350000001,4.0,944,ChIJN7i-LAddUjoRFhuyFqdLBNQ,https://www.google.com/maps/place/?q=place_id:ChIJN7i-LAddUjoRFhuyFqdLBNQ,No,None,0.0
161,453,LOC_1,Tiruvottiyur,Naturals Salon,"Bus Stop, 879, Thiruvottiyur High Rd, Theradi, Rajakadai, Tiruvottiyur, Tiruvallur, Tamil Nadu 600019, India",13.1600207,80.3025406,4.6,1209,ChIJu08uvNxvUjoRnU8vgmdp4qc,https://www.google.com/maps/place/?q=place_id:ChIJu08uvNxvUjoRnU8vgmdp4qc,No,None,0.0
162,460,LOC_6,Triplicane 2,NATURAL FRESH,"NO: 35, Bharathiyar Salai, Pycrofts Rd, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",13.0580999,80.2771253,3.7,25,ChIJT_J1v59oUjoRGDvRKmLBoUI,https://www.google.com/maps/place/?q=place_id:ChIJT_J1v59oUjoRGDvRKmLBoUI,Yes,"No 16/33, KNR Building, Pycrofts Rd, near Triplicane, Bharathi Salai, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",0.04
163,466,LOC_1,Valasaravakkam,Naturals,"RK Complex, Arcot Rd, Signal, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0405872,80.17157279999999,4.3,296,ChIJVVWRbyRhUjoR9BVKFq8Qwrc,https://www.google.com/maps/place/?q=place_id:ChIJVVWRbyRhUjoR9BVKFq8Qwrc,Yes,"New No 96, Old 139, Arcot Rd, above Federal Bank, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",0.36
164,467,LOC_2,Valasaravakkam,Naturals Salon,"1st Floor, No 1, near Kesavarthini, Janaki Nagar, Alwartirunagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0422957,80.1811036,4.4,555,ChIJJfJfYy5hUjoRccDlMLi0d3I,https://www.google.com/maps/place/?q=place_id:ChIJJfJfYy5hUjoRccDlMLi0d3I,Yes,"New No 96, Old 139, Arcot Rd, above Federal Bank, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",0.7
165,468,LOC_3,Valasaravakkam,Naturals Signature Salon,"New No 96, Old 139, Arcot Rd, above Federal Bank, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0417011,80.17467119999999,4.8,690,ChIJVTkIp_BhUjoRk6rtnXy3AWU,https://www.google.com/maps/place/?q=place_id:ChIJVTkIp_BhUjoRk6rtnXy3AWU,Yes,"RK Complex, Arcot Rd, Signal, Valasaravakkam, Chennai, Tamil Nadu 600087, India",0.36
166,478,LOC_3,Valluvarkottam,Naturals Corporate Office,"3rd Floor, Ispahani Centre, 123 & 124, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0552556,80.2497258,4.1,109,ChIJdZPEf0FmUjoR4GE2CIBFQG4,https://www.google.com/maps/place/?q=place_id:ChIJdZPEf0FmUjoR4GE2CIBFQG4,Yes,"No: 167, 2nd Floor, Yesde House, Valluvar Kottam High Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",0.78
167,481,LOC_6,Valluvarkottam,Allure Unisex Salon,"11, Mahalingapuram Main Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.061936,80.2458864,4.2,43,ChIJKyBeA2lmUjoRMR0v6STUtRM,https://www.google.com/maps/place/?q=place_id:ChIJKyBeA2lmUjoRMR0v6STUtRM,Yes,"No: 167, 2nd Floor, Yesde House, Valluvar Kottam High Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",0.76
168,498,LOC_8,"Velacherry, Phoenix Marketcity",G Krishna Naturals Velachery,"9/15 K.R Ramaswamy, nagar, Velachery Rd, Chennai, Tamil Nadu 600042, India",12.9891744,80.2218967,4.9,351,ChIJuysb8uRnUjoR4QBLZvGeARw,https://www.google.com/maps/place/?q=place_id:ChIJuysb8uRnUjoR4QBLZvGeARw,Yes,"No: G-38,No: 142 ,Lower Ground Floor, Velachery Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",0.56
169,499,LOC_9,"Velacherry, Phoenix Marketcity",Vinodhbamaa Makeup Artistry | Beautician Course in Chennai | Makeup Training Academy | Makeup course,"No 15, 3rd Floor Velachery Main Road, Velachery Land Mark : OPP Phoenix Mall, Chennai, Tamil Nadu 600042, India",12.9941391,80.2178131,4.9,617,ChIJjxuQz_ZdUjoRiHFw3bkLFL0,https://www.google.com/maps/place/?q=place_id:ChIJjxuQz_ZdUjoRiHFw3bkLFL0,Yes,"No: G-38,No: 142 ,Lower Ground Floor, Velachery Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",0.15
170,534,LOC_9,"Velachery, Vijayanagar",NATURAL CUT,"Saguram Complex, SaiPutra Rd, Vijaya Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9764523,80.21959040000002,5.0,3,ChIJq2CUhTBdUjoRm97jO2H2x4g,https://www.google.com/maps/place/?q=place_id:ChIJq2CUhTBdUjoRm97jO2H2x4g,Yes,"38, Velachery Bypass Rd, above Dindukkal, Vijaya Nagar, Velachery, Thalapakati, Chennai, Tamil Nadu 600042, India",0.12
171,539,LOC_1,Vettuvankeni,Naturals Salon,"1st Floor, 3/192A, East Coast Rd, opposite Church, Mahatma Gandhi Nagar, Vettuvankeni, Chennai, Tamil Nadu 600115, India",12.9388093,80.2526082,4.9,566,ChIJHXQ-vnRdUjoRQHyiWkGAa3U,https://www.google.com/maps/place/?q=place_id:ChIJHXQ-vnRdUjoRQHyiWkGAa3U,No,None,0.0
